-3.64769712	1
-4.23624117	2
-4.95397782	3
-5.70361387	4
-6.37031146	5
-6.84720759	6
-7.06731349	7
-7.02424929	8
-6.76745907	9
-6.39104608	10
-6.01463308	11
-5.74667807	12
-5.66214464	13
-5.77538753	14
-6.03377273	15
-6.32086738	16
-6.48514933	17
-6.36552655	18
-5.83918635	19
-4.84392487	20
-3.38612199	21
-1.53117151	22
0.61884848	23
2.95548001	24
5.3846198	25
7.82811434	26
10.21578491	27
12.4838327	28
14.55569915	29
16.35163573	30
17.79827381	31
18.84776429	32
19.47618259	33
19.70904826	34
19.59580537	35
19.21141752	36
18.6372282	37
17.94341611	38
17.18580521	39
16.39469993	40
15.5796701	41
14.73114589	42
13.8331776	43
12.87141049	44
11.84743955	45
10.78837925	46
9.73569884	47
8.75319712	48
7.90945782	49
7.26668478	50
6.86634723	51
6.72598984	52
6.82966292	53
7.13430225	54
7.56334926	55
8.02270072	56
8.39911371	57
8.57775039	58
8.45653264	59
7.96687675	60
7.09123805	61
5.87268072	62
4.41328288	63
2.84702202	64
1.33020525	65
-0.00956982	66
-1.09733958	67
-1.91396439	68
-2.49772352	69
-2.91720072	70
-3.24257466	71
-3.51690956	72
-3.73701546	73
-3.85504327	74
-3.78805451	75
-3.44194595	76
-2.73218416	77
-1.59975523	78
-0.02551953	79
1.96500344	80
4.29685005	81
6.84401765	82
9.42467963	83
11.82510996	84
13.8060631	85
15.15540799	86
15.73597719	87
15.51746625	88
14.59238347	89
13.16169509	90
11.49176116	91
9.8505367	92
8.45493767	93
7.43096673	94
6.81849812	95
6.5776576	96
6.63029163	97
6.88389191	98
7.25392502	99
7.67340222	100
8.08649953	101
8.44696282	102
8.71651281	103
8.87760481	104
8.93342877	105
8.92704889	106
8.92066901	107
8.98446782	108
9.17107935	109
9.49007341	110
9.89200593	111
10.27639378	112
10.51404436	113
10.49171477	114
10.13603639	115
9.45657903	116
8.52990128	117
7.50114542	118
6.52502358	119
5.74189316	120
5.25383224	121
5.09912012	122
5.26499703	123
5.69563902	124
6.30651265	125
6.99553983	126
7.66383239	127
8.20931224	128
8.5554208	129
8.65271399	130
8.50597672	131
8.16943799	132
7.74517588	133
7.35281318	134
7.11037769	135
7.0832632	136
7.27146969	137
7.60481849	138
7.96049687	139
8.20133739	140
8.22047704	141
7.96687675	142
7.46286613	143
6.77543392	144
5.99708841	145
5.20598313	146
4.4499672	147
3.74658528	148
3.1006223	149
2.52324305	150
2.03837207	151
1.67471884	152
1.4562079	153
1.37805436	154
1.40516885	155
1.48491737	156
1.56626086	157
1.6284647	158
1.67950375	159
1.75606232	160
1.89322977	161
2.10536082	162
2.36693596	163
2.62372618	164
2.81193268	165
2.88849125	166
2.84702202	167
2.73218416	168
2.62053624	169
2.59820665	170
2.74015901	171
3.08945751	172
3.64929209	173
4.38297844	174
5.22512277	175
6.09119166	176
6.88389191	177
7.50433536	178
7.86001374	179
7.88553327	180
7.5505895	181
6.87591705	182
5.93647954	183
4.84711481	184
3.75775008	185
2.79598297	186
2.05591674	187
1.5694508	188
1.30947063	189
1.19941768	190
1.14040378	191
1.04630053	192
0.85490409	193
0.55504967	194
0.16587691	195
-0.26157513	196
-0.66988753	197
-1.01440112	198
-1.27438129	199
-1.4562079	200
-1.5854005	201
-1.70183333	202
-1.84697563	203
-2.04953686	204
-2.3270617	205
-2.68114511	206
-3.10540722	207
-3.58230334	208
-4.09907373	209
-4.64295861	210
-5.20917307	211
-5.79133724	212
-6.3846662	213
-6.98437504	214
-7.5665392	215
-8.10244923	216
-8.54425601	217
-8.83932552	218
-8.92704889	219
-8.75638706	220
-8.29384567	221
-7.52985489	222
-6.48514933	223
-5.21555295	224
-3.81357404	225
-2.39564542	226
-1.09574461	227
-0.04146923	228
0.66510262	229
0.96814698	230
0.87404374	231
0.44659169	232
-0.19937129	233
-0.92348782	234
-1.58221056	235
-2.0527268	236
-2.25369306	237
-2.1548049	238
-1.76882209	239
-1.14678366	240
-0.36684317	241
0.47370619	242
1.26959638	243
1.92512918	244
2.36374602	245
2.55673742	246
2.52962293	247
2.36853093	248
2.19627413	249
2.14842502	250
2.31908685	251
2.74334895	252
3.37336223	253
4.11023852	254
4.83276007	255
5.44044377	256
5.88384551	257
6.15818041	258
6.28737301	259
6.29694283	260
6.19486473	261
5.96040409	262
5.5728263	263
5.02256154	264
4.32874945	265
3.53126429	266
2.70506966	267
1.91555936	268
1.22174727	269
0.67148251	270
0.30304436	271
0.14195236	272
0.19618135	273
0.43383193	274
0.7847254	275
1.12764402	276
1.31744549	277
1.22653218	278
0.77675055	279
-0.00956982	280
-1.01599609	281
-2.04953686	282
-2.88689628	283
-3.33986785	284
-3.30158856	285
-2.78162824	286
-1.90120462	287
-0.859689	288
0.11483786	289
0.81981475	290
1.1340239	291
1.03673071	292
0.61087363	293
0.02551953	294
-0.5103905	295
-0.79429522	296
-0.67626742	297
-0.1020781	298
0.88520853	299
2.14045017	300
3.45470572	301
4.5951095	302
5.35750531	303
5.60632068	304
5.30008638	305
4.49622134	306
3.33029803	307
1.98892799	308
0.66510262	309
-0.4784911	310
-1.33977507	311
-1.89322977	312
-2.18351437	313
-2.311112	314
-2.39883536	315
-2.5583324	316
-2.86935161	317
-3.35741253	318
-4.00178054	319
-4.74982162	320
-5.54252187	321
-6.32724726	322
-7.0720984	323
-7.76272055	324
-8.39592377	325
-8.96054326	326
-9.44541424	327
-9.83618197	328
-10.13125148	329
-10.35135738	330
-10.54753873	331
-10.79156919	332
-11.17117213	333
-11.7533363	334
-12.5699611	335
-13.59393205	336
-14.74231068	337
-15.88749937	338
-16.87957091	339
-17.59252264	340
-17.95139097	341
-17.95617588	342
-17.68981583	343
-17.2990481	344
-16.96569931	345
-16.86043127	346
-17.11084161	347
-17.77434926	348
-18.82383973	349
-20.16680474	350
-21.64853217	351
-23.09676522	352
-24.34243704	353
-25.24838018	354
-25.7204914	355
-25.70932661	356
-25.21807575	357
-24.28661308	358
-22.97554748	359
-21.36941236	360
-19.54476632	361
-17.573383	362
-15.50789643	363
-13.38020602	364
-11.2158313	365
-9.0498616	366
-6.9381209	367
-4.97790237	368
-3.28563886	369
-1.98095314	370
-1.14518869	371
-0.78632037	372
-0.83097954	373
-1.12445408	374
-1.47534755	375
-1.69545345	376
-1.65238925	377
-1.28873602	378
-0.62841831	379
0.25360028	380
1.2520517	381
2.27123774	382
3.23140987	383
4.07674414	384
4.76258138	385
5.24266745	386
5.45639347	387
5.35750531	388
4.91091362	389
4.12299828	390
3.05277319	391
1.79753155	392
0.48327601	393
-0.77037067	394
-1.8756851	395
-2.7784383	396
-3.46268057	397
-3.93000687	398
-4.19636692	399
-4.28409028	400
-4.22667135	401
-4.07993408	402
-3.91884208	403
-3.81676398	404
-3.83111871	405
-3.96988113	406
-4.18520212	407
-4.38457341	408
-4.45794205	409
-4.30641987	410
-3.87099297	411
-3.14687644	412
-2.17234958	413
-1.01440112	414
0.24562543	415
1.52957654	416
2.76886848	417
3.90608232	418
4.90612871	419
5.76900765	420
6.53140347	421
7.26189987	422
8.04343533	423
8.93980865	424
9.9637796	425
11.06271415	426
12.11060965	427
12.95115901	428
13.42805513	429
13.4408149	430
12.9623238	431
12.04840581	432
10.8234686	433
9.4422243	434
8.06735988	435
6.83763777	436
5.85832599	437
5.17727366	438
4.80245564	439
4.68123789	440
4.70835239	441
4.73865682	442
4.60946423	443
4.18520212	444
3.3749572	445
2.17872946	446
0.67945736	447
-0.96814698	448
-2.57109216	449
-3.9443616	450
-4.95716776	451
-5.54252187	452
-5.71477866	453
-5.53454701	454
-5.08636035	455
-4.44518229	456
-3.65886192	457
-2.74653889	458
-1.7145931	459
-0.56780943	460
0.66510262	461
1.93629397	462
3.18515573	463
4.35426898	464
5.4117343	465
6.36393158	466
7.25233005	467
8.15508325	468
9.14715479	469
10.29393845	470
11.61297891	471
13.07078178	472
14.57164885	473
15.96724789	474
17.06777741	475
17.68343595	476
17.64196672	477
16.83491174	478
15.24153639	479
12.94318416	480
10.11530178	481
7.01467947	482
3.92362699	483
1.11966917	484
-1.18027804	485
-2.84861699	486
-3.86620806	487
-4.31758466	488
-4.37340862	489
-4.26654561	490
-4.23783614	491
-4.51057607	492
-5.23469259	493
-6.46600968	494
-8.14870337	495
-10.1248716	496
-12.15686379	497
-13.98629475	498
-15.37710887	499
-16.16342924	500
-16.2782671	501
